Date,Open,High,Low,Close,Adj Close,Volume
2020-01-09,40.910000,40.959999,40.820000,40.939999,40.783459,1164300
2020-01-10,40.919998,41.009998,40.740002,40.810001,40.653957,1237200
2020-01-13,40.740002,40.910000,40.680000,40.910000,40.753574,1310100
2020-01-14,40.700001,40.840000,40.660000,40.770000,40.614109,2251600
2020-01-15,40.720001,40.820000,40.650002,40.700001,40.544380,1661400
2020-01-16,40.840000,40.900002,40.730000,40.900002,40.743614,1019600
2020-01-17,41.040001,41.080002,40.939999,41.080002,40.922928,1701100
2020-01-21,40.799999,40.849998,40.669998,40.669998,40.514492,3016800
2020-01-22,40.709999,40.709999,40.500000,40.520000,40.365067,1759400
2020-01-23,40.330002,40.400002,40.040001,40.400002,40.245525,1745600
2020-01-24,40.560001,40.580002,40.220001,40.330002,40.175793,1976300
2020-01-27,39.450001,39.570000,39.310001,39.349998,39.199539,1773500
2020-01-28,39.549999,39.840000,39.509998,39.790001,39.637859,1356900
2020-01-29,39.910000,40.020000,39.790001,39.849998,39.697628,1210400
2020-01-30,39.459999,39.830002,39.419998,39.810001,39.657784,3026100
2020-01-31,39.419998,39.439999,38.970001,39.099998,38.950493,2226200
2020-02-03,39.240002,39.450001,39.230000,39.270000,39.119846,1172400
2020-02-04,39.919998,40.060001,39.910000,39.950001,39.797245,1838200
2020-02-05,40.419998,40.490002,40.270000,40.380001,40.225601,2327000
2020-02-06,40.630001,40.660000,40.520000,40.599998,40.444759,2449100
2020-02-07,40.419998,40.450001,40.270000,40.320000,40.165833,917000
2020-02-10,40.169998,40.380001,40.169998,40.380001,40.225601,756200
2020-02-11,40.540001,40.689999,40.509998,40.570000,40.414875,4680700
2020-02-12,40.860001,40.860001,40.709999,40.790001,40.634033,2272700
2020-02-13,40.430000,40.580002,40.320000,40.490002,40.335182,1504000
2020-02-14,40.520000,40.560001,40.369999,40.490002,40.335182,996800
2020-02-18,40.279999,40.410000,40.259998,40.310001,40.155872,1161600
2020-02-19,40.470001,40.570000,40.419998,40.520000,40.365067,764400
2020-02-20,40.450001,40.529999,40.060001,40.279999,40.125984,1604000
2020-02-21,40.049999,40.110001,39.860001,40.020000,39.866978,2243000
2020-02-24,38.230000,38.549999,38.220001,38.290001,38.143593,3826400
2020-02-25,38.220001,38.250000,37.240002,37.310001,37.167343,4804100
2020-02-26,37.680000,37.980000,37.270000,37.320000,37.177303,5330800
2020-02-27,36.709999,37.290001,36.240002,36.259998,36.121353,4655700
2020-02-28,35.320000,36.029999,35.020000,35.970001,35.832466,6500600
2020-03-02,36.060001,36.810001,35.720001,36.750000,36.609482,3817800
2020-03-03,36.959999,37.480000,35.990002,36.250000,36.111393,3426400
2020-03-04,36.959999,37.619999,36.669998,37.570000,37.426346,2441000
2020-03-05,36.450001,36.799999,36.099998,36.299999,36.161201,2663700
2020-03-06,35.610001,35.930000,35.250000,35.639999,35.503723,3254400
2020-03-09,33.000000,33.689999,32.180000,32.310001,32.186459,5884100
2020-03-10,33.470001,33.509998,32.049999,33.330002,33.202560,8606100
2020-03-11,32.529999,32.630001,31.180000,31.530001,31.409441,5866200
2020-03-12,29.190001,29.290001,27.379999,27.600000,27.494469,5451000
2020-03-13,29.770000,29.809999,27.430000,29.309999,29.197929,2881000
2020-03-16,25.309999,27.190001,25.000000,25.950001,25.850777,4681300
2020-03-17,26.190001,27.379999,25.750000,27.290001,27.185654,3165700
2020-03-18,25.360001,26.010000,24.290001,25.190001,25.093683,3324900
2020-03-19,25.020000,26.120001,24.770000,25.559999,25.462267,3821100
2020-03-20,26.360001,27.000000,25.400000,25.629999,25.532000,3086300
2020-03-23,26.090000,26.540001,25.559999,25.830000,25.830000,3976800
2020-03-24,27.920000,28.639999,27.530001,28.260000,28.260000,4228700
2020-03-25,28.469999,29.910000,28.059999,29.309999,29.309999,4490200
2020-03-26,29.440001,30.600000,29.430000,30.540001,30.540001,5876200
2020-03-27,29.139999,29.809999,28.740000,29.330000,29.330000,3741800
2020-03-30,29.190001,29.879999,29.020000,29.809999,29.809999,3269600
2020-03-31,29.520000,29.799999,29.120001,29.510000,29.510000,4036100
2020-04-01,28.450001,28.660000,27.900000,28.010000,28.010000,4016300
2020-04-02,27.879999,28.700001,27.790001,28.420000,28.420000,4320800
2020-04-03,28.010000,28.160000,27.660000,27.940001,27.940001,2229200
2020-04-06,29.120001,29.830000,29.049999,29.639999,29.639999,3127000
2020-04-07,30.690001,30.750000,29.799999,29.799999,29.799999,4202500
2020-04-08,29.980000,30.299999,29.690001,30.139999,30.139999,3290700
2020-04-09,30.760000,31.100000,30.490000,30.900000,30.900000,4984600
2020-04-13,30.730000,30.830000,30.230000,30.530001,30.530001,2161500
2020-04-14,31.190001,31.510000,30.990000,31.129999,31.129999,2876700
2020-04-15,29.850000,29.990000,29.610001,29.760000,29.760000,2971200
2020-04-16,29.900000,29.969999,29.330000,29.629999,29.629999,2915100
2020-04-17,30.620001,30.799999,30.350000,30.700001,30.700001,2036100
2020-04-20,30.180000,30.820000,30.170000,30.299999,30.299999,2377200
2020-04-21,29.670000,30.000000,29.370001,29.530001,29.530001,3026200
2020-04-22,29.860001,29.940001,29.709999,29.860001,29.860001,2336600
