Date,Open,High,Low,Close,Adj Close,Volume,Country/ Region
12/13/19,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3736870000,US
12/16/19,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000,US
12/17/19,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3837540000,US
12/18/19,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4014080000,US
12/19/19,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3720450000,US
12/20/19,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000,US
12/23/19,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3060610000,US
12/24/19,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296540000,US
12/26/19,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000,US
12/27/19,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2428670000,US
12/30/19,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000,US
12/31/19,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000,US
1/2/20,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000,US
1/3/20,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000,US
1/6/20,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000,US
1/7/20,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000,US
1/8/20,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000,US
1/9/20,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000,US
1/10/20,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000,US
1/13/20,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000,US
1/14/20,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000,US
1/15/20,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000,US
1/16/20,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000,US
1/17/20,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000,US
1/21/20,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000,US
1/22/20,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000,US
1/23/20,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3764860000,US
1/24/20,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000,US
1/27/20,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3823100000,US
1/28/20,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,US
1/29/20,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,US
1/30/20,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000,US
1/31/20,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000,US
2/3/20,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000,US
2/4/20,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000,US
2/5/20,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000,US
2/6/20,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000,US
2/7/20,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000,US
2/10/20,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000,US
2/11/20,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000,US
2/12/20,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000,US
2/13/20,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000,US
2/14/20,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000,US
2/18/20,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000,US
2/19/20,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000,US
2/20/20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000,US
2/21/20,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000,US
2/24/20,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000,US
2/25/20,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000,US
2/26/20,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000,US
2/27/20,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000,US
2/28/20,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000,US
3/2/20,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000,US
3/3/20,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000,US
3/4/20,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000,US
3/5/20,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000,US
3/6/20,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000,US
3/9/20,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000,US
3/10/20,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000,US
3/11/20,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000,US
3/12/20,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000,US
3/13/20,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000,US
3/16/20,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000,US
3/17/20,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000,US
3/18/20,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000,US
3/19/20,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000,US
3/20/20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000,US
3/23/20,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000,US
3/24/20,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000,US
3/25/20,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000,US
3/26/20,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000,US
3/27/20,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000,US
3/30/20,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000,US
3/31/20,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000,US
4/1/20,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000,US
4/2/20,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000,US
4/3/20,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000,US
