Date,Open,High,Low,Close,Adj Close,Volume,Country/ Region
11/4/19,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,4146850000,US
11/5/19,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4486130000,US
11/6/19,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4458190000,US
11/7/19,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,4144640000,US
11/8/19,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,3499150000,US
11/11/19,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,3035530000,US
11/12/19,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,3466010000,US
11/13/19,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3509280000,US
11/14/19,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,3276070000,US
11/15/19,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3335650000,US
11/18/19,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3436690000,US
11/19/19,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3590070000,US
11/20/19,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4034890000,US
11/21/19,3108.48999,3110.110107,3094.550049,3103.540039,3103.540039,3720560000,US
11/22/19,3111.409912,3112.870117,3099.26001,3110.290039,3110.290039,3226780000,US
11/25/19,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3511530000,US
11/26/19,3134.850098,3142.689941,3131,3140.52002,3140.52002,4595590000,US
11/27/19,3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3033090000,US
11/29/19,3147.179932,3150.300049,3139.340088,3140.97998,3140.97998,1743020000,US
12/2/19,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3268740000,US
12/3/19,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3653390000,US
12/4/19,3103.5,3119.379883,3102.530029,3112.76001,3112.76001,3695030000,US
12/5/19,3119.209961,3119.449951,3103.76001,3117.429932,3117.429932,3355750000,US
12/6/19,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3479480000,US
12/9/19,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000,US
12/10/19,3135.360107,3142.120117,3126.090088,3132.52002,3132.52002,3343790000,US
12/11/19,3135.75,3143.97998,3133.209961,3141.629883,3141.629883,3252540000,US
12/12/19,3141.22998,3176.280029,3138.469971,3168.570068,3168.570068,3990690000,US
