Date,Open,High,Low,Close,Adj Close,Volume,Country/ Region,In USD
3/19/20,27773.35938,29370.5293,26714.46094,28288.23047,28288.23047,33200,India,367.7469961
3/20/20,28460.82031,30418.19922,27932.66992,29915.96094,29915.96094,32100,India,388.9074922
3/23/20,27608.80078,27900.83008,25880.83008,25981.24023,25981.24023,21800,India,337.756123
3/24/20,27056.23047,27462.86914,25638.90039,26674.0293,26674.0293,24700,India,346.7623809
3/25/20,26499.81055,28790.18945,26359.91016,28535.7793,28535.7793,141500,India,370.9651309
3/26/20,29073.71094,30099.91016,28566.33984,29946.76953,29946.76953,35000,India,389.3080039
3/27/20,30747.81055,31126.0293,29346.99023,29815.58984,29815.58984,116900,India,387.6026679
3/30/20,29226.55078,29497.57031,28290.99023,28440.32031,28440.32031,23200,India,369.724164
3/31/20,29294.93945,29770.88086,28667.35938,29468.49023,29468.49023,26400,India,383.090373
4/1/20,29505.33008,29505.98047,28073.42969,28265.31055,28265.31055,18000,India,367.4490372
4/3/20,28623.5293,28639.11914,27500.78906,27590.94922,27590.94922,18900,India,358.6823399
11/5/19,23118.78906,23328.51953,23090.93945,23251.99023,23251.99023,102100,Japan,213.9183101
11/6/19,23343.50977,23352.56055,23246.57031,23303.82031,23303.82031,77400,Japan,214.3951469
11/7/19,23283.14063,23336,23253.32031,23330.32031,23330.32031,70900,Japan,214.6389469
11/8/19,23550.03906,23591.08984,23313.41016,23391.86914,23391.86914,94600,Japan,215.2051961
11/11/19,23422.13086,23471.82031,23323.01953,23331.83984,23331.83984,61500,Japan,214.6529265
11/12/19,23336.36914,23545.69922,23312.25,23520.00977,23520.00977,63000,Japan,216.3840899
11/13/19,23439.25,23452.63086,23270.92969,23319.86914,23319.86914,63400,Japan,214.5427961
11/14/19,23325.5,23360.06055,23062.16016,23141.55078,23141.55078,79900,Japan,212.9022672
11/15/19,23160.5293,23340.76953,23121.58984,23303.32031,23303.32031,72200,Japan,214.3905469
11/18/19,23304.25,23420.61914,23271.28906,23416.75977,23416.75977,57300,Japan,215.4341899
11/19/19,23366.35938,23389.5293,23244.92969,23292.65039,23292.65039,64200,Japan,214.2923836
11/20/19,23176.49023,23303.16992,23086.11914,23148.57031,23148.57031,65700,Japan,212.9668469
11/21/19,23071.49023,23108.08008,22726.71094,23038.58008,23038.58008,69800,Japan,211.9549367
11/22/19,23030.33008,23219.50977,23030.33008,23112.88086,23112.88086,55600,Japan,212.6385039
11/25/19,23292.84961,23347.17969,23255.39063,23292.81055,23292.81055,50300,Japan,214.2938571
11/26/19,23451.40039,23608.06055,23350.09961,23373.32031,23373.32031,94300,Japan,215.0345469
11/27/19,23452.84961,23507.82031,23418.23047,23437.76953,23437.76953,52200,Japan,215.6274797
11/28/19,23458.88086,23482.32031,23367.33008,23409.14063,23409.14063,44800,Japan,215.3640938
11/29/19,23497.43945,23498.76953,23273.36914,23293.91016,23293.91016,52100,Japan,214.3039735
12/2/19,23388.63086,23562.05078,23378.40039,23529.5,23529.5,47700,Japan,216.4714
12/3/19,23231.14063,23388.17969,23186.83984,23379.81055,23379.81055,58800,Japan,215.0942571
12/4/19,23186.74023,23203.76953,23044.7793,23135.23047,23135.23047,58100,Japan,212.8441203
12/5/19,23292.69922,23363.43945,23259.82031,23300.08984,23300.08984,61400,Japan,214.3608265
12/6/19,23347.66992,23412.48047,23338.40039,23354.40039,23354.40039,54400,Japan,214.8604836
12/9/19,23544.31055,23544.31055,23360.00977,23430.69922,23430.69922,55800,Japan,215.5624328
12/10/19,23372.39063,23449.4707,23336.92969,23410.18945,23410.18945,52800,Japan,215.3737429
12/11/19,23421.14063,23438.42969,23333.63086,23391.85938,23391.85938,61300,Japan,215.2051063
12/12/19,23449.2793,23468.15039,23360.42969,23424.81055,23424.81055,56300,Japan,215.5082571
12/13/19,23810.56055,24050.03906,23775.73047,24023.09961,24023.09961,115500,Japan,221.0125164
12/16/19,23955.19922,24036.30078,23950.05078,23952.34961,23952.34961,53300,Japan,220.3616164
12/17/19,24091.11914,24091.11914,23996.50977,24066.11914,24066.11914,64000,Japan,221.4082961
12/18/19,24023.26953,24046.08984,23919.35938,23934.42969,23934.42969,66300,Japan,220.1967531
12/19/19,23911.46094,23945.5293,23835.28906,23864.84961,23864.84961,55600,Japan,219.5566164
12/20/19,23893.44922,23908.76953,23746.63086,23816.63086,23816.63086,70300,Japan,219.1130039
12/23/19,23921.28906,23923.08984,23810.82031,23821.10938,23821.10938,45200,Japan,219.1542063
12/24/19,23839.17969,23853.56055,23796.34961,23830.58008,23830.58008,37900,Japan,219.2413367
12/25/19,23813.58984,23824.84961,23782.86914,23782.86914,23782.86914,31600,Japan,218.8023961
12/26/19,23787.69922,23931.50977,23775.40039,23924.91992,23924.91992,40300,Japan,220.1092633
12/27/19,23953.75,23967.17969,23837.7207,23837.7207,23837.7207,44800,Japan,219.3070304
12/30/19,23770.92969,23782.49023,23656.61914,23656.61914,23656.61914,41600,Japan,217.6408961
1/6/20,23319.75977,23365.35938,23148.5293,23204.85938,23204.85938,72800,Japan,213.4847063
1/7/20,23320.11914,23577.43945,23299.91992,23575.7207,23575.7207,64300,Japan,216.8966304
1/8/20,23217.49023,23303.21094,22951.17969,23204.75977,23204.75977,79400,Japan,213.4837899
1/9/20,23530.28906,23767.08984,23506.15039,23739.86914,23739.86914,62200,Japan,218.4067961
1/10/20,23813.2793,23903.28906,23761.08008,23850.57031,23850.57031,55900,Japan,219.4252469
1/14/20,23969.03906,24059.85938,23951.66016,24025.16992,24025.16992,64200,Japan,221.0315633
1/15/20,23923.48047,23997.39063,23875.82031,23916.58008,23916.58008,57200,Japan,220.0325367
1/16/20,23960.19922,23975.38086,23905.38086,23933.13086,23933.13086,55400,Japan,220.1848039
1/17/20,24103.44922,24115.94922,24013.75,24041.25977,24041.25977,59400,Japan,221.1795899
1/20/20,24080.67969,24108.10938,24061.66992,24083.50977,24083.50977,38300,Japan,221.5682899
1/21/20,24072.81055,24081.75,23843.48047,23864.56055,23864.56055,44600,Japan,219.5539571
1/22/20,23835.49023,24040.86914,23831.09961,24031.34961,24031.34961,49000,Japan,221.0884164
1/23/20,23843.50977,23910.00977,23779.23047,23795.43945,23795.43945,55500,Japan,218.9180429
1/24/20,23850.11914,23869.38086,23755.32031,23827.17969,23827.17969,48700,Japan,219.2100531
1/27/20,23427.90039,23463.89063,23317.32031,23343.50977,23343.50977,62400,Japan,214.7602899
1/28/20,23126.92969,23243.35938,23115.15039,23215.71094,23215.71094,64400,Japan,213.5845406
1/29/20,23309.32031,23392.60938,23214.2793,23379.40039,23379.40039,54900,Japan,215.0904836
1/30/20,23284.58008,23318.57031,22892.94922,22977.75,22977.75,69600,Japan,211.3953
1/31/20,23148.91992,23421.58984,23139.98047,23205.17969,23205.17969,75400,Japan,213.4876531
2/3/20,22874.26953,23023.73047,22775.91992,22971.93945,22971.93945,72500,Japan,211.3418429
2/4/20,22881.13086,23118.13086,22854.44922,23084.58984,23084.58984,67900,Japan,212.3782265
2/5/20,23351.4707,23414.68945,23241.64063,23319.56055,23319.56055,70300,Japan,214.5399571
2/6/20,23641.09961,23995.36914,23625.13086,23873.58984,23873.58984,95100,Japan,219.6370265
2/7/20,23899.00977,23943.44922,23759.41992,23827.98047,23827.98047,65400,Japan,219.2174203
2/10/20,23631.78906,23788.25,23621.7207,23685.98047,23685.98047,56500,Japan,217.9110203
2/12/20,23741.21094,23869.73047,23693.7207,23861.21094,23861.21094,74600,Japan,219.5231406
2/13/20,23849.75977,23908.84961,23784.31055,23827.73047,23827.73047,64500,Japan,219.2151203
2/14/20,23714.51953,23738.41992,23603.48047,23687.58984,23687.58984,69100,Japan,217.9258265
2/17/20,23489.7793,23561.98047,23335.99023,23523.24023,23523.24023,54000,Japan,216.4138101
2/18/20,23398.57031,23402.00977,23133.59961,23193.80078,23193.80078,59500,Japan,213.3829672
2/19/20,23329.33008,23468.56055,23234.96094,23400.69922,23400.69922,61600,Japan,215.2864328
2/20/20,23666.58008,23806.56055,23426.41992,23479.15039,23479.15039,63300,Japan,216.0081836
2/21/20,23427.76953,23588.55078,23378.33008,23386.74023,23386.74023,62100,Japan,215.1580101
2/25/20,22949.36914,22950.23047,22335.21094,22605.41016,22605.41016,105800,Japan,207.9697735
2/26/20,22374.14063,22456.55078,22127.41992,22426.18945,22426.18945,99300,Japan,206.3209429
2/27/20,22255.83008,22272.25977,21844.28906,21948.23047,21948.23047,106200,Japan,201.9237203
2/28/20,21518.00977,21528.13086,20916.40039,21142.96094,21142.96094,148500,Japan,194.5152406
3/2/20,20849.78906,21593.10938,20834.28906,21344.08008,21344.08008,123700,Japan,196.3655367
3/3/20,21651.99023,21719.7793,21082.73047,21082.73047,21082.73047,105300,Japan,193.9611203
3/4/20,20897.19922,21245.92969,20862.05078,21100.06055,21100.06055,94600,Japan,194.1205571
3/5/20,21399.86914,21399.86914,21220.75977,21329.11914,21329.11914,85700,Japan,196.2278961
3/6/20,21009.80078,21061.19922,20613.91016,20749.75,20749.75,111700,Japan,190.8977
3/9/20,20343.31055,20347.18945,19472.25977,19698.75977,19698.75977,170300,Japan,181.2285899
3/10/20,19474.89063,19970.34961,18891.76953,19867.11914,19867.11914,164700,Japan,182.7774961
3/11/20,19758.25977,19974.83008,19392.25,19416.06055,19416.06055,129200,Japan,178.6277571
3/12/20,19064.50977,19142.17969,18339.26953,18559.63086,18559.63086,164600,Japan,170.7486039
3/13/20,18183.4707,18184.46094,16690.59961,17431.05078,17431.05078,233400,Japan,160.3656672
3/16/20,17586.08008,17785.75977,16914.44922,17002.03906,17002.03906,158100,Japan,156.4187594
3/17/20,16726.94922,17557.03906,16378.94043,17011.5293,17011.5293,198800,Japan,156.5060696
3/18/20,17154.08008,17396.83984,16698.46094,16726.55078,16726.55078,177200,Japan,153.8842672
3/19/20,16995.76953,17160.9707,16358.19043,16552.83008,16552.83008,198900,Japan,152.2860367
3/23/20,16570.57031,17049.0293,16480.94922,16887.7793,16887.7793,170300,Japan,155.3675696
3/24/20,17206.88086,18100.39063,17197.14063,18092.34961,18092.34961,147300,Japan,166.4496164
3/25/20,18446.80078,19564.38086,18446.80078,19546.63086,19546.63086,147700,Japan,179.8290039
3/26/20,19234.76953,19240.28906,18512.81055,18664.59961,18664.59961,128100,Japan,171.7143164
3/27/20,19021.9707,19389.42969,18832.21094,19389.42969,19389.42969,148900,Japan,178.3827531
3/30/20,18884.07031,19084.9707,18578.19922,19084.9707,19084.9707,121000,Japan,175.5817304
3/31/20,19181.90039,19336.18945,18834.16016,18917.00977,18917.00977,122200,Japan,174.0364899
4/1/20,18686.11914,18784.25,17871.61914,18065.41016,18065.41016,105800,Japan,166.2017735
4/2/20,17934.41992,18132.03906,17707.66016,17818.7207,17818.7207,107300,Japan,163.9322304
4/3/20,17951.43945,18059.15039,17646.5,17820.18945,17820.18945,96000,Japan,163.9457429
11/4/19,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,4146850000,US,3078.27002
11/5/19,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4486130000,US,3074.620117
11/6/19,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4458190000,US,3076.780029
11/7/19,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,4144640000,US,3085.179932
11/8/19,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,3499150000,US,3093.080078
11/11/19,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,3035530000,US,3087.01001
11/12/19,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,3466010000,US,3091.840088
11/13/19,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3509280000,US,3094.040039
11/14/19,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,3276070000,US,3096.629883
11/15/19,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3335650000,US,3120.459961
11/18/19,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3436690000,US,3122.030029
11/19/19,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3590070000,US,3120.179932
11/20/19,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4034890000,US,3108.459961
11/21/19,3108.48999,3110.110107,3094.550049,3103.540039,3103.540039,3720560000,US,3103.540039
11/22/19,3111.409912,3112.870117,3099.26001,3110.290039,3110.290039,3226780000,US,3110.290039
11/25/19,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3511530000,US,3133.639893
11/26/19,3134.850098,3142.689941,3131,3140.52002,3140.52002,4595590000,US,3140.52002
11/27/19,3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3033090000,US,3153.629883
11/29/19,3147.179932,3150.300049,3139.340088,3140.97998,3140.97998,1743020000,US,3140.97998
12/2/19,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3268740000,US,3113.870117
12/3/19,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3653390000,US,3093.199951
12/4/19,3103.5,3119.379883,3102.530029,3112.76001,3112.76001,3695030000,US,3112.76001
12/5/19,3119.209961,3119.449951,3103.76001,3117.429932,3117.429932,3355750000,US,3117.429932
12/6/19,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3479480000,US,3145.909912
12/9/19,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000,US,3135.959961
12/10/19,3135.360107,3142.120117,3126.090088,3132.52002,3132.52002,3343790000,US,3132.52002
12/11/19,3135.75,3143.97998,3133.209961,3141.629883,3141.629883,3252540000,US,3141.629883
12/12/19,3141.22998,3176.280029,3138.469971,3168.570068,3168.570068,3990690000,US,3168.570068
12/13/19,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3736870000,US,3168.800049
12/16/19,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000,US,3191.449951
12/17/19,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3837540000,US,3192.52002
12/18/19,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4014080000,US,3191.139893
12/19/19,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3720450000,US,3205.370117
12/20/19,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000,US,3221.219971
12/23/19,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3060610000,US,3224.01001
12/24/19,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296540000,US,3223.379883
12/26/19,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000,US,3239.909912
12/27/19,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2428670000,US,3240.02002
12/30/19,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000,US,3221.290039
12/31/19,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000,US,3230.780029
1/2/20,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000,US,3257.850098
1/3/20,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000,US,3234.850098
1/6/20,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000,US,3246.280029
1/7/20,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000,US,3237.179932
1/8/20,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000,US,3253.050049
1/9/20,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000,US,3274.699951
1/10/20,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000,US,3265.350098
1/13/20,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000,US,3288.129883
1/14/20,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000,US,3283.149902
1/15/20,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000,US,3289.290039
1/16/20,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000,US,3316.810059
1/17/20,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000,US,3329.620117
1/21/20,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000,US,3320.790039
1/22/20,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000,US,3321.75
1/23/20,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3764860000,US,3325.540039
1/24/20,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000,US,3295.469971
1/27/20,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3823100000,US,3243.629883
1/28/20,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,US,3276.23999
1/29/20,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,US,3273.399902
1/30/20,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000,US,3283.659912
1/31/20,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000,US,3225.52002
2/3/20,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000,US,3248.919922
2/4/20,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000,US,3297.590088
2/5/20,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000,US,3334.689941
2/6/20,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000,US,3345.780029
2/7/20,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000,US,3327.709961
2/10/20,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000,US,3352.090088
2/11/20,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000,US,3357.75
2/12/20,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000,US,3379.449951
2/13/20,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000,US,3373.939941
2/14/20,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000,US,3380.159912
2/18/20,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000,US,3370.290039
2/19/20,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000,US,3386.149902
2/20/20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000,US,3373.22998
2/21/20,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000,US,3337.75
2/24/20,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000,US,3225.889893
2/25/20,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000,US,3128.209961
2/26/20,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000,US,3116.389893
2/27/20,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000,US,2978.76001
2/28/20,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000,US,2954.219971
3/2/20,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000,US,3090.22998
3/3/20,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000,US,3003.370117
3/4/20,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000,US,3130.120117
3/5/20,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000,US,3023.939941
3/6/20,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000,US,2972.370117
3/9/20,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000,US,2746.560059
3/10/20,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000,US,2882.22998
3/11/20,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000,US,2741.379883
3/12/20,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000,US,2480.639893
3/13/20,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000,US,2711.02002
3/16/20,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000,US,2386.129883
3/17/20,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000,US,2529.189941
3/18/20,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000,US,2398.100098
3/19/20,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000,US,2409.389893
3/20/20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000,US,2304.919922
3/23/20,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000,US,2237.399902
3/24/20,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000,US,2447.330078
3/25/20,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000,US,2475.560059
3/26/20,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000,US,2630.070068
3/27/20,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000,US,2541.469971
3/30/20,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000,US,2626.649902
3/31/20,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000,US,2584.590088
4/1/20,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000,US,2470.5
4/2/20,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000,US,2526.899902
4/3/20,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000,US,2488.649902
